Thumbnail URL,Inventory number,Letter,Number,Painting title,Artist's name,Artist dates,Date made,Location,url,Pixel dimensions W x H,File format,Last updated,Notes
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0046-00-000110-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG46,NG,46,Minerva protects Pax from Mars ('Peace and War'),Peter Paul Rubens,1577 - 1640,1629-30,Room 31,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-minerva-protects-pax-from-mars-peace-and-war,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0047-00-000043-FS-PYR.tif/full/!500,500/0/default.jpg",NG47,NG,47,The Adoration of the Shepherds,Pupil ofRembrandt,1606 - 1669,1646,Not on display,https://www.nationalgallery.org.uk/paintings/pupil-of-rembrandt-the-adoration-of-the-shepherds,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0048-00-000018-web-PYR.tif/full/!500,500/0/default.jpg",NG48,NG,48,Landscape with Tobias laying hold of the Fish,Domenichino,1581 - 1641,about 1610-13,Room 27,https://www.nationalgallery.org.uk/paintings/domenichino-landscape-with-tobias-laying-hold-of-the-fish,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0049-00-000067-FS-PYR.tif/full/!500,500/0/default.jpg",NG49,NG,49,Portrait of George Gage with Two Attendants,Anthony van Dyck,1599 - 1641,probably 1621-2,Room 21,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-portrait-of-george-gage-with-two-attendants,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0050-00-000053-FS-PYR.tif/full/!500,500/0/default.jpg",NG50,NG,50,St Ambrose barring Theodosius from Milan Cathedral,Anthony van Dyck,1599 - 1641,about 1619-20,Room 21,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-st-ambrose-barring-theodosius-from-milan-cathedral,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0051-00-000026-web-PYR.tif/full/!500,500/0/default.jpg",NG51,NG,51,A Seated Man with a Stick,Follower ofRembrandt,1606 - 1669,perhaps 1675-1725,Not on display,https://www.nationalgallery.org.uk/paintings/follower-of-rembrandt-a-seated-man-with-a-stick,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0052-00-000053-FS-PYR.tif/full/!500,500/0/default.jpg",NG52,NG,52,Portrait of Cornelis van der Geest,Anthony van Dyck,1599 - 1641,about 1620,Room 21,https://www.nationalgallery.org.uk/paintings/anthony-van-dyck-portrait-of-cornelis-van-der-geest,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0053-00-000054-XL-PYR.tif/full/!500,500/0/default.jpg",NG53,NG,53,A Hilly Landscape with Figures,Aelbert Cuyp,1620 - 1691,about 1655-60,Not on display,https://www.nationalgallery.org.uk/paintings/aelbert-cuyp-a-hilly-landscape-with-figures,49400x34028,PSB,10/07/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0054-00-000035-web-PYR.tif/full/!500,500/0/default.jpg",NG54,NG,54,A Woman bathing in a Stream (Hendrickje Stoffels?),Rembrandt,1606 - 1669,1654,Room 22,https://www.nationalgallery.org.uk/paintings/rembrandt-a-woman-bathing-in-a-stream-hendrickje-stoffels,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0055-00-000035-XL-PYR.tif/full/!500,500/0/default.jpg",NG55,NG,55,Landscape with the Death of Procris,Studio ofClaude,1604/5? - 1682,about 1647,Not on display,https://www.nationalgallery.org.uk/paintings/studio-of-claude-landscape-with-the-death-of-procris,11230x8656,TIFF,20/04/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0056-00-000019-web-PYR.tif/full/!500,500/0/default.jpg",NG56,NG,56,Landscape with a River and Boats,Giovanni Battista Viola,1576 - 1622,early 17th century,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-viola-landscape-with-a-river-and-boats,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0057-00-000048-FS-PYR.tif/full/!500,500/0/default.jpg",NG57,NG,57,"Oil Sketch for High Altarpiece, St Bavo, Ghent",Peter Paul Rubens,1577 - 1640,1611-12,N/A,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-oil-sketch-for-high-altarpiece-st-bavo-ghent,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0057-01-000056-FS-PYR.tif/full/!500,500/0/default.jpg",NG57.1,NG,57.1,Saint Bavo is received by Saints Amand and Floribert,Peter Paul Rubens,1577 - 1640,1611-12,Room 18,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-saint-bavo-is-received-by-saints-amand-and-floribert,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0057-02-000045-web-PYR.tif/full/!500,500/0/default.jpg",NG57.2,NG,57.2,Three Female Witnesses,Peter Paul Rubens,1577 - 1640,1611-12,Room 18,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-three-female-witnesses,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0057-03-000045-FS-PYR.tif/full/!500,500/0/default.jpg",NG57.3,NG,57.3,Kings Clothar and Dagobert dispute with a Herald,Peter Paul Rubens,1577 - 1640,1611-12,Room 18,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-kings-clothar-and-dagobert-dispute-with-a-herald,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0058-00-000040-XL-PYR.tif/full/!500,500/0/default.jpg",NG58,NG,58,Landscape with a Goatherd and Goats,Claude,1604/5? - 1682,about 1636-7,Room 29,https://www.nationalgallery.org.uk/paintings/claude-landscape-with-a-goatherd-and-goats,19479x24165,TIFF,12/12/2024,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0059-00-000046-web-PYR.tif/full/!500,500/0/default.jpg",NG59,NG,59,The Brazen Serpent,Peter Paul Rubens,1577 - 1640,probably 1635-40,Room 18,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-the-brazen-serpent,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0060-00-000080-FS-PYR.tif/full/!500,500/0/default.jpg",NG60,NG,60,The Tower of Babel,Leandro Bassano,1557 - 1622,about 1600,Not on display,https://www.nationalgallery.org.uk/paintings/leandro-bassano-the-tower-of-babel,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0061-00-000045-XL-PYR.tif/full/!500,500/0/default.jpg",NG61,NG,61,Landscape with Hagar and the Angel,Claude,1604/5? - 1682,1646,Room 29,https://www.nationalgallery.org.uk/paintings/claude-landscape-with-hagar-and-the-angel,10394x12448,TIFF,10/10/2023,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0062-00-000043-web-PYR.tif/full/!500,500/0/default.jpg",NG62,NG,62,A Bacchanalian Revel before a Term,Nicolas Poussin,1594 - 1665,1632-3,Room 29,https://www.nationalgallery.org.uk/paintings/nicolas-poussin-a-bacchanalian-revel-before-a-term,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0063-00-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG63,NG,63,Landscape with a Hunting Party,Giovanni Battista Viola,1576 - 1622,early 17th century,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-viola-landscape-with-a-hunting-party,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0064-00-000033-web-PYR.tif/full/!500,500/0/default.jpg",NG64,NG,64,The Return of the Ark,Sébastien Bourdon,1616 - 1671,1659,Not on display,https://www.nationalgallery.org.uk/paintings/sebastien-bourdon-the-return-of-the-ark,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0065-00-000137-FS-PYR.tif/full/!500,500/0/default.jpg",NG65,NG,65,Cephalus and Aurora,Nicolas Poussin,1594 - 1665,about 1630,Room 29,https://www.nationalgallery.org.uk/paintings/nicolas-poussin-cephalus-and-aurora,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0066-00-000205-XL-g-PYR.tif/full/!500,500/0/default.jpg",NG66,NG,66,A View of Het Steen in the Early Morning,Peter Paul Rubens,1577 - 1640,probably 1636,Room 20,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-a-view-of-het-steen-in-the-early-morning,"53933x31637,
54993x32671",PSB,01/06/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0067-00-000020-web-PYR.tif/full/!500,500/0/default.jpg",NG67,NG,67,The Holy Family with Saints in a Landscape,Studio ofPeter Paul Rubens,1577 - 1640,after 1635,Not on display,https://www.nationalgallery.org.uk/paintings/studio-of-peter-paul-rubens-the-holy-family-with-saints-in-a-landscape,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0068-00-000024-web-PYR.tif/full/!500,500/0/default.jpg",NG68,NG,68,Landscape with a Shepherd and his Flock,Gaspard Dughet,1615 - 1675,about 1670,Not on display,https://www.nationalgallery.org.uk/paintings/gaspard-dughet-landscape-with-a-shepherd-and-his-flock,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0069-00-000012-web-PYR.tif/full/!500,500/0/default.jpg",NG69,NG,69,Saint John the Baptist preaching in the Wilderness,Pier Francesco Mola,1612 - 1666,about 1640,Not on display,https://www.nationalgallery.org.uk/paintings/pier-francesco-mola-saint-john-the-baptist-preaching-in-the-wilderness,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0070-00-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG70,NG,70,Cornelia and her Sons,After Padovanino,1588 - 1648,17th century,Not on display,https://www.nationalgallery.org.uk/paintings/after-padovanino-cornelia-and-her-sons,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0071-00-000010-web-PYR.tif/full/!500,500/0/default.jpg",NG71,NG,71,A Rocky Landscape with Peasants and Pack Mules,Jan Both,about 1615 - 1652,about 1645,Not on display,https://www.nationalgallery.org.uk/paintings/jan-both-a-rocky-landscape-with-peasants-and-pack-mules,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0072-00-000023-web-PYR.tif/full/!500,500/0/default.jpg",NG72,NG,72,A Landscape with Tobias and the Angel,Jan Lievens,1607 - 1674,1640-4,Not on display,https://www.nationalgallery.org.uk/paintings/jan-lievens-a-landscape-with-tobias-and-the-angel,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0073-00-000024-FS-PYR.tif/full/!500,500/0/default.jpg",NG73,NG,73,The Conversion of Saul,Giacomo Panizzati,probably active 1524; died 1540,about 1535-40,Room 5,https://www.nationalgallery.org.uk/paintings/giacomo-panizzati-the-conversion-of-saul,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0074-00-000041-XL-PYR.tif/full/!500,500/0/default.jpg",NG74,NG,74,A Peasant Boy leaning on a Sill,Bartolomé Esteban Murillo,1617 - 1682,about 1675-80,Room 30,https://www.nationalgallery.org.uk/paintings/bartolome-esteban-murillo-a-peasant-boy-leaning-on-a-sill,9318x12478,TIFF,18/05/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0075-00-000012-web-PYR.tif/full/!500,500/0/default.jpg",NG75,NG,75,Saint George killing the Dragon,Domenichino,1581 - 1641,about 1610,Room 27,https://www.nationalgallery.org.uk/paintings/domenichino-saint-george-killing-the-dragon,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0076-00-000009-web-PYR.tif/full/!500,500/0/default.jpg",NG76,NG,76,The Agony in the Garden,After Correggio,active 1494; died 1534,probably about 1640-1750,Not on display,https://www.nationalgallery.org.uk/paintings/after-correggio-the-agony-in-the-garden,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0077-00-000023-web-PYR.tif/full/!500,500/0/default.jpg",NG77,NG,77,The Martyrdom of Saint Stephen,Possibly by Antonio Carracci,1589? - 1618,about 1610,Not on display,https://www.nationalgallery.org.uk/paintings/possibly-by-antonio-carracci-the-martyrdom-of-saint-stephen,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0078-00-000012-web-PYR.tif/full/!500,500/0/default.jpg",NG78,NG,78,Peasants with Cattle by a Ruin,Abraham Begeijn,active from 1655; died 1697,probably about 1665-90,Not on display,https://www.nationalgallery.org.uk/paintings/abraham-begeijn-peasants-with-cattle-by-a-ruin,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0080-00-000032-web-PYR.tif/full/!500,500/0/default.jpg",NG80,NG,80,The Market Cart,Thomas Gainsborough,1727 - 1788,1786,Room 34,https://www.nationalgallery.org.uk/paintings/thomas-gainsborough-the-market-cart,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0081-00-000034-FS-PYR.tif/full/!500,500/0/default.jpg",NG81,NG,81,Vision of Saint Augustine,Garofalo,about 1481 - 1559,about 1520-35,Room 5,https://www.nationalgallery.org.uk/paintings/garofalo-vision-of-saint-augustine,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0082-00-000032-XL-PYR.tif/full/!500,500/0/default.jpg",NG82,NG,82,The Holy Family with Saints,Ludovico Mazzolino,active 1504; died 1528?,about 1514-16,Room 5,https://www.nationalgallery.org.uk/paintings/ludovico-mazzolino-the-holy-family-with-saints,8978x11880,TIFF,13/04/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0083-00-000022-web-PYR.tif/full/!500,500/0/default.jpg",NG83,NG,83,Perseus turning the Followers of Phineus into Stone,French or Flemish,N/A,1650s,Not on display,https://www.nationalgallery.org.uk/paintings/french-or-flemish-perseus-turning-the-followers-of-phineus-into-stone,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0084-00-000015-web-PYR.tif/full/!500,500/0/default.jpg",NG84,NG,84,Landscape with Mercury and the Dishonest Woodsman,Salvator Rosa,1615 - 1673,about 1663,Room 32,https://www.nationalgallery.org.uk/paintings/salvator-rosa-landscape-with-mercury-and-the-dishonest-woodsman,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0085-00-000014-web-PYR.tif/full/!500,500/0/default.jpg",NG85,NG,85,The Vision of Saint Jerome,Domenichino,1581 - 1641,before 1603,Room 26,https://www.nationalgallery.org.uk/paintings/domenichino-the-vision-of-saint-jerome,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0086-00-000012-web-PYR.tif/full/!500,500/0/default.jpg",NG86,NG,86,Christ carried to the Tomb,Sisto Badalocchio,1585 - after 1621?,after 1609,Room 26,https://www.nationalgallery.org.uk/paintings/sisto-badalocchio-christ-carried-to-the-tomb,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0087-00-000008-web-PYR.tif/full/!500,500/0/default.jpg",NG87,NG,87,Perseus and Andromeda,After Guido Reni,1575 - 1642,1635-1700,Not on display,https://www.nationalgallery.org.uk/paintings/after-guido-reni-perseus-and-andromeda,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0088-00-000019-web-PYR.tif/full/!500,500/0/default.jpg",NG88,NG,88,Erminia takes Refuge with the Shepherds,Circle ofAnnibale Carracci,1560 - 1609,early 17th century,Not on display,https://www.nationalgallery.org.uk/paintings/circle-of-annibale-carracci-erminia-takes-refuge-with-the-shepherds,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0089-00-000014-web-PYR.tif/full/!500,500/0/default.jpg",NG89,NG,89,The Grand Duke Ferdinand II of Tuscany and his Wife,Justus Sustermans,1597 - 1681,probably 1660s,Not on display,https://www.nationalgallery.org.uk/paintings/justus-sustermans-the-grand-duke-ferdinand-ii-of-tuscany-and-his-wife,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0090-00-000100-XL-PYR.tif/full/!500,500/0/default.jpg",NG90,NG,90,The Toilet of Venus,Guido Reniand Studio,1575 - 1642,about 1620-5,Not on display,https://www.nationalgallery.org.uk/paintings/guido-reni-and-studio-the-toilet-of-venus,9426x12953,TIFF,20/04/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0091-00-000045-web-PYR.tif/full/!500,500/0/default.jpg",NG91,NG,91,Nymph with Satyrs,Nicolas Poussin,1594 - 1665,about 1627,Room 29,https://www.nationalgallery.org.uk/paintings/nicolas-poussin-nymph-with-satyrs,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0093-01-000018-web-g-PYR.tif/full/!500,500/0/default.jpg",NG93.1,NG,93.1,Silenus gathering Grapes,Annibale Carracci,1560 - 1609,1597-1600,Not on display,https://www.nationalgallery.org.uk/paintings/annibale-carracci-panels-for-a-musical-instrument,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0093-02-000008-web-g-PYR.tif/full/!500,500/0/default.jpg",NG93.2,NG,93.2,Young Satyr gathering Grapes,Annibale Carracci,1560 - 1609,1597-1600,Not on display,https://www.nationalgallery.org.uk/paintings/annibale-carracci-young-satyr-gathering-grapes,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0094-00-000022-web-PYR.tif/full/!500,500/0/default.jpg",NG94,NG,94,Marsyas and Olympus,Annibale Carracci,1560 - 1609,1597-1600,Not on display,https://www.nationalgallery.org.uk/paintings/annibale-carracci-marsyas-and-olympus,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0095-00-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG95,NG,95,Landscape with the Union of Dido and Aeneas,Gaspard DughetandCarlo Maratta,1615 - 1675; 1625 - 1713,about 1664-8,Not on display,https://www.nationalgallery.org.uk/paintings/gaspard-dughet-and-carlo-maratta-landscape-with-the-union-of-dido-and-aeneas,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0096-00-000010-web-PYR.tif/full/!500,500/0/default.jpg",NG96,NG,96,Christ presented to the People (Ecce Homo),After Correggio,active 1494; died 1534,16th century,Not on display,https://www.nationalgallery.org.uk/paintings/after-correggio-christ-presented-to-the-people-ecce-homo,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0097-00-000046-FS-PYR.tif/full/!500,500/0/default.jpg",NG97,NG,97,The Rape of Europa,Paolo Veronese,1528 - 1588,about 1570,Not on display,https://www.nationalgallery.org.uk/paintings/paolo-veronese-the-rape-of-europa,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0098-00-000021-web-PYR.tif/full/!500,500/0/default.jpg",NG98,NG,98,Imaginary Landscape with Buildings in Tivoli,Gaspard Dughet,1615 - 1675,about 1670,Not on display,https://www.nationalgallery.org.uk/paintings/gaspard-dughet-imaginary-landscape-with-buildings-in-tivoli,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0101-00-000018-web-PYR.tif/full/!500,500/0/default.jpg",NG101,NG,101,The Four Ages of Man: Childhood,Nicolas Lancret,1690 - 1743,about 1733-4,Not on display,https://www.nationalgallery.org.uk/paintings/nicolas-lancret-the-four-ages-of-man,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0102-00-000019-web-PYR.tif/full/!500,500/0/default.jpg",NG102,NG,102,The Four Ages of Man: Adolescence,Nicolas Lancret,1690 - 1743,about 1733-4,Not on display,https://www.nationalgallery.org.uk/paintings/nicolas-lancret-the-four-ages-of-man-adolescence,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0103-00-000020-web-PYR.tif/full/!500,500/0/default.jpg",NG103,NG,103,The Four Ages of Man: Youth,Nicolas Lancret,1690 - 1743,about 1733-4,Not on display,https://www.nationalgallery.org.uk/paintings/nicolas-lancret-the-four-ages-of-man-youth,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0104-00-000034-XL-PYR.tif/full/!500,500/0/default.jpg",NG104,NG,104,The Four Ages of Man: Old Age,Nicolas Lancret,1690 - 1743,about 1733-4,Not on display,https://www.nationalgallery.org.uk/paintings/nicolas-lancret-the-four-ages-of-man-old-age,10786x7830,TIFF,25/06/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0109-00-000036-XL-PYR.tif/full/!500,500/0/default.jpg",NG109,NG,109,The Watering Place,Thomas Gainsborough,1727 - 1788,before 1777,Room 34,https://www.nationalgallery.org.uk/paintings/thomas-gainsborough-the-watering-place,42466x34656,TIFF,18/05/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0111-00-000018-web-PYR.tif/full/!500,500/0/default.jpg",NG111,NG,111,Lord Heathfield of Gibraltar,Sir Joshua Reynolds,1723 - 1792,1787,Not on display,https://www.nationalgallery.org.uk/paintings/sir-joshua-reynolds-lord-heathfield-of-gibraltar,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0113-00-000037-web-PYR.tif/full/!500,500/0/default.jpg",NG113,NG,113,"Marriage A-la-Mode: 1, The Marriage Settlement",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0114-00-000038-web-PYR.tif/full/!500,500/0/default.jpg",NG114,NG,114,"Marriage A-la-Mode: 2, The Tête à Tête",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode-2-the-tete-a-tete,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0115-00-000034-web-PYR.tif/full/!500,500/0/default.jpg",NG115,NG,115,"Marriage A-la-Mode: 3, The Inspection",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode-3-the-inspection,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0116-00-000036-web-PYR.tif/full/!500,500/0/default.jpg",NG116,NG,116,"Marriage A-la-Mode: 4, The Toilette",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode-4-the-toilette,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0117-00-000047-web-PYR.tif/full/!500,500/0/default.jpg",NG117,NG,117,"Marriage A-la-Mode: 5, The Bagnio",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode-5-the-bagnio,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0118-00-000034-web-PYR.tif/full/!500,500/0/default.jpg",NG118,NG,118,"Marriage A-la-Mode: 6, The Lady's Death",William Hogarth,1697 - 1764,about 1743,Room 34,https://www.nationalgallery.org.uk/paintings/william-hogarth-marriage-a-la-mode-6-the-lady-s-death,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0124-00-000041-XL-PYR.tif/full/!500,500/0/default.jpg",NG124,NG,124,Reverend William Holwell Carr,John Jackson,1778 - 1831,about 1827-8,Not on display,https://www.nationalgallery.org.uk/paintings/john-jackson-reverend-william-holwell-carr,14884x18004,TIFF,20/04/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0127-00-000070-XL-PYR.tif/full/!500,500/0/default.jpg",NG127,NG,127,The Stonemason's Yard,Canaletto,1697 - 1768,about 1725,Room 33,https://www.nationalgallery.org.uk/paintings/canaletto-the-stonemason-s-yard,21306x16375,TIFF,31/05/2023,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0129-00-000062-XL-PYR.tif/full/!500,500/0/default.jpg",NG129,NG,129,"John Julius Angerstein, aged over 80",Sir Thomas Lawrence,1769 - 1830,1824,Not on display,https://www.nationalgallery.org.uk/paintings/sir-thomas-lawrence-john-julius-angerstein-aged-over-80,16454x21351,TIFF,27/04/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0130-00-000039-XL-PYR.tif/full/!500,500/0/default.jpg",NG130,NG,130,The Cornfield,John Constable,1776 - 1837,1826,Room 40,https://www.nationalgallery.org.uk/paintings/john-constable-the-cornfield,28950x33771,PSB,30/05/2023,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0134-00-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG134,NG,134,A View of a Village,Roelof van Vries,1630/1 - after 1681,about 1660-5,Not on display,https://www.nationalgallery.org.uk/paintings/roelof-van-vries-a-view-of-a-village,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0135-00-000026-web-PYR.tif/full/!500,500/0/default.jpg",NG135,NG,135,A Caprice Landscape with Ruins,Style ofBernardo Bellotto,1722 - 1780,1740-1800,Not on display,https://www.nationalgallery.org.uk/paintings/style-of-bernardo-bellotto-a-caprice-landscape-with-ruins,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0137-00-000027-XL-PYR.tif/full/!500,500/0/default.jpg",NG137,NG,137,A Cottage on a Heath,Probably by Jan van Goyen,1596 - 1656,about 1629,Not on display,https://www.nationalgallery.org.uk/paintings/probably-by-jan-van-goyen-a-cottage-on-a-heath,14274x9376,TIFF,26/09/2023,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0138-00-000020-XL-PYR.tif/full/!500,500/0/default.jpg",NG138,NG,138,Roman Ruins with Figures,Giovanni Paolo Panini,1691 - 1765,about 1730,Room 37,https://www.nationalgallery.org.uk/paintings/giovanni-paolo-panini-roman-ruins-with-figures,14813x11491,TIFF,02/08/2021,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0140-00-000007-web-PYR.tif/full/!500,500/0/default.jpg",NG140,NG,140,Portrait of a Lady with a Fan,Dutch,N/A,1647,Not on display,https://www.nationalgallery.org.uk/paintings/dutch-portrait-of-a-lady-with-a-fan,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0141-00-000017-web-PYR.tif/full/!500,500/0/default.jpg",NG141,NG,141,The Courtyard of a Renaissance Palace,Hendrick van Steenwyck the Younger,active by 1604; died 1649,1610,Not on display,https://www.nationalgallery.org.uk/paintings/hendrick-van-steenwyck-the-younger-the-courtyard-of-a-renaissance-palace,N/A,N/A,,
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0145-00-000007-web-PYR.tif/full/!500,500/0/default.jpg",NG145,NG,145,Portrait of a Man,Dutch,N/A,1640-5,Not on display,https://www.nationalgallery.org.uk/paintings/dutch-portrait-of-a-man,N/A,N/A,,
