Thumbnail URL,Inventory number,Letter,Number,Painting title,Artist's name,Artist dates,Date made,Location,url,Pixel dimensions W x H,File format,Last updated,Notes
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0272-00-000007-web-PYR.tif/full/!500,500/0/default.jpg",NG272,NG,272.0,"An Apostle, Saint, Prophet or Sage","Italian, Venetian(?)",,probably late 16th century,Not on display,https://www.nationalgallery.org.uk/paintings/italian-venetian-an-apostle-saint-prophet-or-sage,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0274-00-000046-XL-PYR.tif/full/!500,500/0/default.jpg",NG274,NG,274.0,The Virgin and Child with Saints,Andrea Mantegna,about 1431 - 1506,about 1490-1505,Room 14,https://www.nationalgallery.org.uk/paintings/andrea-mantegna-the-virgin-and-child-with-saints,26890x32388,TIFF,2021-04-20,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0275-00-000080-XL-g-PYR.tif/full/!500,500/0/default.jpg",NG275,NG,275.0,The Virgin and Child with Saint John and an Angel,Workshop ofSandro Botticelli,about 1445 - 1510,about 1490,Not on display,https://www.nationalgallery.org.uk/paintings/workshop-of-sandro-botticelli-the-virgin-and-child-with-saint-john-and-an-angel,20681x20681,TIFF,2021-05-18,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0276-00-000010-web-PYR.tif/full/!500,500/0/default.jpg",NG276,NG,276.0,Two Haloed Mourners,Spinello Aretino,born 1345-52; died 1410,about 1387-91,Not on display,https://www.nationalgallery.org.uk/paintings/spinello-aretino-two-haloed-mourners,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0277-00-000045-web-PYR.tif/full/!500,500/0/default.jpg",NG277,NG,277.0,The Good Samaritan,Jacopo Bassano,active about 1535; died 1592,about 1562-3,Room 9,https://www.nationalgallery.org.uk/paintings/jacopo-bassano-the-good-samaritan,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0278-00-000063-FS-PYR.tif/full/!500,500/0/default.jpg",NG278,NG,278.0,A Roman Triumph,Peter Paul Rubens,1577 - 1640,about 1630,Room 12,https://www.nationalgallery.org.uk/paintings/peter-paul-rubens-a-roman-triumph,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0279-00-000034-web-PYR.tif/full/!500,500/0/default.jpg",NG279,NG,279.0,The Horrors of War,After Peter Paul Rubens,1577 - 1640,after 1638,Not on display,https://www.nationalgallery.org.uk/paintings/after-peter-paul-rubens-the-horrors-of-war,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0280-00-000070-XL-PYR.tif/full/!500,500/0/default.jpg",NG280,NG,280.0,The Virgin and Child,Giovanni Bellini,about 1435 - 1516,probably 1480-90,Room 59,https://www.nationalgallery.org.uk/paintings/giovanni-bellini-the-virgin-and-child-1,14365x20070,TIFF,2021-04-20,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0281-00-000050-XL-PYR.tif/full/!500,500/0/default.jpg",NG281,NG,281.0,Saint Jerome reading in a Landscape,Giovanni Bellini,about 1435 - 1516,about 1480-5,Room 56,https://www.nationalgallery.org.uk/paintings/giovanni-bellini-saint-jerome-reading-in-a-landscape,8938x12441,TIFF,2021-04-27,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0282-00-000014-FS-PYR.tif/full/!500,500/0/default.jpg",NG282,NG,282.0,The Virgin and Child in Glory,Giovanni Battista Bertucci the Elder,active 1495; died 1516,about 1510-12,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-bertucci-the-elder-the-virgin-and-child-in-glory,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0283-00-000020-web-PYR.tif/full/!500,500/0/default.jpg",NG283,NG,283.0,The Virgin and Child Enthroned among Angels and Saints,Benozzo Gozzoli,1420/2(?) - 1497,1461-2,Room 60,https://www.nationalgallery.org.uk/paintings/benozzo-gozzoli-the-virgin-and-child-enthroned-among-angels-and-saints,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0284-00-000028-web-PYR.tif/full/!500,500/0/default.jpg",NG284,NG,284.0,The Virgin and Child with Saints Paul and Jerome,Bartolomeo Vivarini,about 1432? - after 1499?,about 1460s,Not on display,https://www.nationalgallery.org.uk/paintings/bartolomeo-vivarini-the-virgin-and-child-with-saints-paul-and-jerome,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0285-00-000032-web-PYR.tif/full/!500,500/0/default.jpg",NG285,NG,285.0,The Virgin and Child,Francesco Morone,about 1471 - 1529,probably 1520-9,Not on display,https://www.nationalgallery.org.uk/paintings/francesco-morone-the-virgin-and-child,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0286-00-000026-XL-PYR.tif/full/!500,500/0/default.jpg",NG286,NG,286.0,The Virgin and Child,Francesco Tacconi,active about 1458 - about 1500,1489,Not on display,https://www.nationalgallery.org.uk/paintings/francesco-tacconi-the-virgin-and-child,12131x22997,TIFF,2025-02-21,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0287-00-000038-web-PYR.tif/full/!500,500/0/default.jpg",NG287,NG,287.0,Lodovico Martinengo,Bartolomeo Veneto,active 1502 - 1546,1530,Not on display,https://www.nationalgallery.org.uk/paintings/bartolomeo-veneto-lodovico-martinengo,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0288-00-000118-web-g-PYR.tif/full/!500,500/0/default.jpg",NG288,NG,288.0,"Three Panels from an Altarpiece, Certosa",Pietro Perugino,living 1469; died 1523,about 1496-1500,,https://www.nationalgallery.org.uk/paintings/pietro-perugino-three-panels-from-an-altarpiece-certosa,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0288-01-000087-web-PYR.tif/full/!500,500/0/default.jpg",NG288.1,NG,288.1,The Virgin and Child with an Angel,Pietro Perugino,living 1469; died 1523,about 1496-1500,Room 61,https://www.nationalgallery.org.uk/paintings/pietro-perugino-the-virgin-and-child-with-an-angel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0288-02-000088-web-PYR.tif/full/!500,500/0/default.jpg",NG288.2,NG,288.2,The Archangel Michael,Pietro Perugino,living 1469; died 1523,about 1496-1500,Room 61,https://www.nationalgallery.org.uk/paintings/pietro-perugino-the-archangel-michael,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0288-03-000073-web-PYR.tif/full/!500,500/0/default.jpg",NG288.3,NG,288.3,The Archangel Raphael with Tobias,Pietro Perugino,living 1469; died 1523,about 1496-1500,Room 61,https://www.nationalgallery.org.uk/paintings/pietro-perugino-the-archangel-raphael-with-tobias,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0289-00-000021-web-PYR.tif/full/!500,500/0/default.jpg",NG289,NG,289.0,The Company of Captain Banning Cocq ('The Nightwatch'),"Gerrit Lundens, After Rembrandt",1622 - 1683?; 1606 - 1669,after 1642,Rijksmuseum Amsterdam,https://www.nationalgallery.org.uk/paintings/gerrit-lundens-after-rembrandt-the-company-of-captain-banning-cocq-the-nightwatch,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0290-00-000131-XL-PYR.tif/full/!500,500/0/default.jpg",NG290,NG,290.0,Portrait of a Man ('Léal Souvenir'),Jan van Eyck,active 1422; died 1441,1432,Room 52,https://www.nationalgallery.org.uk/paintings/jan-van-eyck-portrait-of-a-man-leal-souvenir,5325x10000,TIFF,2021-02-23,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0291-00-000021-web-PYR.tif/full/!500,500/0/default.jpg",NG291,NG,291.0,Portrait of a Woman,Lucas Cranach the Elder,1472 - 1553,1525-7,Room 55,https://www.nationalgallery.org.uk/paintings/lucas-cranach-the-elder-portrait-of-a-woman,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0292-00-000257-XL-PYR.tif/full/!500,500/0/default.jpg",NG292,NG,292.0,The Martyrdom of Saint Sebastian,Antonio del PollaiuoloandPiero del Pollaiuolo,about 1432 - 1498; about 1441 - before 1496,completed 1475,Room 60,https://www.nationalgallery.org.uk/paintings/antonio-del-pollaiuolo-and-piero-del-pollaiuolo-the-martyrdom-of-saint-sebastian,9285x13560,TIFF,2025-02-21,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0293-00-000109-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG293,NG,293.0,The Virgin and Child with Saints Jerome and Dominic,Filippino Lippi,about 1457 - 1504,about 1485,Room 60,https://www.nationalgallery.org.uk/paintings/filippino-lippi-the-virgin-and-child-with-saints-jerome-and-dominic,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0294-00-000093-FS-PYR.tif/full/!500,500/0/default.jpg",NG294,NG,294.0,The Family of Darius before Alexander,Paolo Veronese,1528 - 1588,1565-7,Room 9,https://www.nationalgallery.org.uk/paintings/paolo-veronese-the-family-of-darius-before-alexander,112454x55723,PSB,2025-07-07,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0295-00-000008-web-g-PYR.tif/full/!500,500/0/default.jpg",NG295,NG,295.0,Diptych: Christ and the Virgin,Workshop ofQuinten Massys,1465/6 - 1530,about 1510-25,,https://www.nationalgallery.org.uk/paintings/workshop-of-quinten-massys-diptych-christ-and-the-virgin,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0295-01-000014-web-g-PYR.tif/full/!500,500/0/default.jpg",NG295.1,NG,295.1,Christ,Workshop ofQuinten Massys,1465/6 - 1530,about 1510-25,Not on display,https://www.nationalgallery.org.uk/paintings/workshop-of-quinten-massys-christ,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0295-02-000005-web-g-PYR.tif/full/!500,500/0/default.jpg",NG295.2,NG,295.2,The Virgin,Workshop ofQuinten Massys,1465/6 - 1530,about 1510-25,Not on display,https://www.nationalgallery.org.uk/paintings/workshop-of-quinten-massys-the-virgin,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0296-00-000095-FS-PYR.tif/full/!500,500/0/default.jpg",NG296,NG,296.0,The Virgin and Child with Two Angels,"Andrea del Verrocchio, assisted by Lorenzo di Credi",about 1435 - 1488; about 1458 - 1537,about 1476-78,Room 60,https://www.nationalgallery.org.uk/paintings/andrea-del-verrocchio-assisted-by-lorenzo-di-credi-the-virgin-and-child-with-two-angels,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0297-00-000051-web-g-PYR.tif/full/!500,500/0/default.jpg",NG297,NG,297.0,"High Altarpiece, S. Alessandro, Brescia",Girolamo Romanino,about 1484 - about 1560,about 1524,,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-high-altarpiece-s-alessandro-brescia,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0297-01-000005-web-PYR.tif/full/!500,500/0/default.jpg",NG297.1,NG,297.1,The Nativity,Girolamo Romanino,about 1484 - about 1560,about 1524,Not on display,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-the-nativity,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0297-02-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG297.2,NG,297.2,Saint Alexander,Girolamo Romanino,about 1484 - about 1560,about 1524,Not on display,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-saint-alexander,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0297-03-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG297.3,NG,297.3,Saint Jerome,Girolamo Romanino,about 1484 - about 1560,about 1524,Not on display,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-saint-jerome,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0297-04-000008-web-PYR.tif/full/!500,500/0/default.jpg",NG297.4,NG,297.4,Saint Gaudioso,Girolamo Romanino,about 1484 - about 1560,about 1524,Not on display,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-saint-gaudioso,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0297-05-000008-web-PYR.tif/full/!500,500/0/default.jpg",NG297.5,NG,297.5,Saint Filippo Benizzi,Girolamo Romanino,about 1484 - about 1560,about 1524,Not on display,https://www.nationalgallery.org.uk/paintings/girolamo-romanino-saint-filippo-benizzi,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0298-00-000029-web-PYR.tif/full/!500,500/0/default.jpg",NG298,NG,298.0,The Virgin and Child with Saints,Ambrogio Bergognone,active 1481; died 1523?,about 1490,Room 10,https://www.nationalgallery.org.uk/paintings/ambrogio-bergognone-the-virgin-and-child-with-saints,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0299-00-000027-web-PYR.tif/full/!500,500/0/default.jpg",NG299,NG,299.0,Portrait of Count Fortunato Martinengo,Moretto da Brescia,about 1498 - 1554,about 1540-5,Room 4,https://www.nationalgallery.org.uk/paintings/moretto-da-brescia-portrait-of-count-fortunato-martinengo,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0300-00-000017-web-PYR.tif/full/!500,500/0/default.jpg",NG300,NG,300.0,The Virgin and Child,Giovanni Battista Cima da Conegliano,about 1459/60 - about 1517/18,probably about 1496-9,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-battista-cima-da-conegliano-the-virgin-and-child-1,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0457-00-000029-XL-PYR.tif/full/!500,500/0/default.jpg",NG457,NG,457.0,The Surprise,Claude-Marie Dubufe,1790 - 1864,before 1827,Not on display,https://www.nationalgallery.org.uk/paintings/claude-marie-dubufe-the-surprise,12745x15389,TIFF,2021-08-10,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0472-00-000011-web-PYR.tif/full/!500,500/0/default.jpg",NG472,NG,472.0,Calais Pier,Joseph Mallord William Turner,1775 - 1851,1803,Not on display,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-calais-pier,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0479-00-000032-web-PYR.tif/full/!500,500/0/default.jpg",NG479,NG,479.0,Sun Rising through Vapour,Joseph Mallord William Turner,1775 - 1851,before 1807,Room 36,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-sun-rising-through-vapour,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0498-00-000033-web-PYR.tif/full/!500,500/0/default.jpg",NG498,NG,498.0,Dido building Carthage,Joseph Mallord William Turner,1775 - 1851,1815,Room 36,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-dido-building-carthage,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0508-00-000032-XL-PYR.tif/full/!500,500/0/default.jpg",NG508,NG,508.0,Ulysses deriding Polyphemus - Homer's Odyssey,Joseph Mallord William Turner,1775 - 1851,1829,Room 40,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-ulysses-deriding-polyphemus-homer-s-odyssey,"49651x33345,
47628x31126",PSB,2025-07-07,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0521-00-000011-FS-PYR.tif/full/!500,500/0/default.jpg",NG521,NG,521.0,The Parting of Hero and Leander,Joseph Mallord William Turner,1775 - 1851,before 1837,Not on display,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-the-parting-of-hero-and-leander,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0524-00-000102-XL-PYR.tif/full/!500,500/0/default.jpg",NG524,NG,524.0,The Fighting Temeraire,Joseph Mallord William Turner,1775 - 1851,1839,Room 40,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-the-fighting-temeraire,28508x21293,TIFF,2021-04-27,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0538-00-000091-XL-PYR.tif/full/!500,500/0/default.jpg",NG538,NG,538.0,"Rain, Steam, and Speed - The Great Western Railway",Joseph Mallord William Turner,1775 - 1851,1844,Room 40,https://www.nationalgallery.org.uk/paintings/joseph-mallord-william-turner-rain-steam-and-speed-the-great-western-railway,28858x21665,TIFF,2021-05-04,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0564-00-000094-XL-g-PYR.tif/full/!500,500/0/default.jpg",NG564,NG,564.0,"The Virgin and Child Enthroned, with Narrative Scenes",Margarito d'Arezzo,documented 1262,probably about 1263-4,Room 65,https://www.nationalgallery.org.uk/paintings/margarito-d-arezzo-the-virgin-and-child-enthroned-with-narrative-scenes,43605x22194,PSB,2025-07-07,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0565-00-000052-web-g-PYR.tif/full/!500,500/0/default.jpg",NG565,NG,565.0,The Virgin and Child with Six Angels,Master of the Albertini (Master of the Casole Fresco),active early 14th century,about 1310-15 (?),Room 58,https://www.nationalgallery.org.uk/paintings/master-of-the-albertini-master-of-the-casole-fresco-the-virgin-and-child-with-six-angels,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0566-00-000101-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG566,NG,566.0,The Virgin and Child with Saints Dominic and Aurea,Duccio,active 1278; died 1319,about 1312-15 (?),Gallery F,https://www.nationalgallery.org.uk/paintings/duccio-the-virgin-and-child-with-saints-dominic-and-aurea,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0567-00-000022-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG567,NG,567.0,Crucifix,Segna di Bonaventura,active 1298; died 1326/31,about 1310-15,Room 58,https://www.nationalgallery.org.uk/paintings/segna-di-bonaventura-crucifix,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0568-00-000023-web-g-PYR.tif/full/!500,500/0/default.jpg",NG568,NG,568.0,The Coronation of the Virgin,Agnolo Gaddi,documented 1369; died 1396,about 1380-85,Not on display,https://www.nationalgallery.org.uk/paintings/agnolo-gaddi-the-coronation-of-the-virgin,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0569-01-000042-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG569.1,NG,569.1,The Coronation of the Virgin: Central Main Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-coronation-of-the-virgin-central-main-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0569-02-000038-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG569.2,NG,569.2,Adoring Saints: Left Main Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-adoring-saints-left-main-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0569-03-000029-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG569.3,NG,569.3,Adoring Saints: Right Main Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-adoring-saints-right-main-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0570-00-000027-web-g-PYR.tif/full/!500,500/0/default.jpg",NG570,NG,570.0,The Trinity: Central Pinnacle Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-trinity-central-pinnacle-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0571-00-000024-web-g-PYR.tif/full/!500,500/0/default.jpg",NG571,NG,571.0,"Seraphim, Cherubim and Adoring Angels",Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-seraphim-cherubim-and-adoring-angels,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0572-00-000024-web-g-PYR.tif/full/!500,500/0/default.jpg",NG572,NG,572.0,"Seraphim, Cherubim and Adoring Angels",Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-seraphim-cherubim-and-adoring-angels-1,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0573-00-000028-web-g-PYR.tif/full/!500,500/0/default.jpg",NG573,NG,573.0,The Nativity with the Annunciation to the Shepherds,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-nativity-with-the-annunciation-to-the-shepherds,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0574-00-000026-web-PYR.tif/full/!500,500/0/default.jpg",NG574,NG,574.0,The Adoration of the Kings: Upper Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-adoration-of-the-kings-upper-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0575-00-000025-web-g-PYR.tif/full/!500,500/0/default.jpg",NG575,NG,575.0,The Resurrection: Upper Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-resurrection-upper-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0576-00-000038-web-g-PYR.tif/full/!500,500/0/default.jpg",NG576,NG,576.0,The Three Marys at the Sepulchre: Upper Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-three-marys-at-the-sepulchre-upper-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0577-00-000031-web-g-PYR.tif/full/!500,500/0/default.jpg",NG577,NG,577.0,The Ascension: Upper Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-the-ascension-upper-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0578-00-000031-web-g-PYR.tif/full/!500,500/0/default.jpg",NG578,NG,578.0,Pentecost: Upper Tier Panel,Jacopo di Cioneand workshop,documented 1365; died 1398 -1400,1370-1,Room 57,https://www.nationalgallery.org.uk/paintings/jacopo-di-cione-and-workshop-pentecost-upper-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0579-00-000082-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG579,NG,579.0,Baptism Altarpiece,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-baptism-altarpiece,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-01-000079-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG579.1,NG,579.1,The Baptism of Christ: Main Tier Central Panel,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-the-baptism-of-christ-main-tier-central-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-02-000022-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG579.2,NG,579.2,Saint Peter: Left Main Tier Panel,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-saint-peter-left-main-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-03-000027-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG579.3,NG,579.3,Saint Paul: Right Main Tier Panel,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-saint-paul-right-main-tier-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-04-000023-FS-PYR.tif/full/!500,500/0/default.jpg",NG579.4,NG,579.4,Frame Roundel,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-frame-roundel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-05-000061-FS-g-PYR.tif/full/!500,500/0/default.jpg",NG579.5,NG,579.5,Scenes from the Life of Saint John the Baptist,Niccolò di Pietro Gerini,"documented 1368; died probably 1415, certainly by 1427",1387,Not on display,https://www.nationalgallery.org.uk/paintings/niccolo-di-pietro-gerini-scenes-from-the-life-of-saint-john-the-baptist,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-06-000067-web-g-PYR.tif/full/!500,500/0/default.jpg",NG579.6,NG,579.6,The Apocalyptic Christ (Son of Man): Central Pinnacle Panel,Giovanni da Milano,documented 1346 - 1369,about 1365,Room 57,https://www.nationalgallery.org.uk/paintings/giovanni-da-milano-pinnacle-panels,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-07-000065-web-g-PYR.tif/full/!500,500/0/default.jpg",NG579.7,NG,579.7,The Virgin: Left Pinnacle Panel,Giovanni da Milano,documented 1346 - 1369,about 1365,Room 57,https://www.nationalgallery.org.uk/paintings/giovanni-da-milano-the-virgin-left-pinnacle-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0579-08-000074-web-g-PYR.tif/full/!500,500/0/default.jpg",NG579.8,NG,579.8,Saint John the Baptist: Right Pinnacle Panel,Giovanni da Milano,documented 1346 - 1369,about 1365,Room 57,https://www.nationalgallery.org.uk/paintings/giovanni-da-milano-saint-john-the-baptist-right-pinnacle-panel,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/groups/N-0580-00-000039-web-g-PYR.tif/full/!500,500/0/default.jpg",NG580,NG,580.0,Ascension of John the Evangelist Altarpiece,Giovanni dal Ponte,about 1385 - 1437,about 1420-4?,,https://www.nationalgallery.org.uk/paintings/giovanni-dal-ponte-ascension-of-john-the-evangelist-altarpiece,,,,nan
"https://www.nationalgallery.org.uk/server.iip?IIIF=/fronts/N-0580-01-000010-web-PYR.tif/full/!500,500/0/default.jpg",NG580.1,NG,580.1,The Ascension of Saint John the Evangelist,Giovanni dal Ponte,about 1385 - 1437,about 1420-4?,Not on display,https://www.nationalgallery.org.uk/paintings/giovanni-dal-ponte-the-ascension-of-saint-john-the-evangelist,,,,nan
